,Ship Mode,State,Sales,Profit
999,Standard Class,Kentucky,33.11,12.9129
1000,Standard Class,Washington,44.02,11.4452
1004,Standard Class,California,484.65,92.08349999999996
1005,Standard Class,North Carolina,115.296,40.3536
1008,Standard Class,Iowa,44.75,20.585
1016,Standard Class,New York,13.96,6.700800000000001
1017,Standard Class,New York,155.82,63.88619999999999
1018,Standard Class,New York,124.95,2.4990000000000094
1019,Standard Class,New York,601.65,156.42899999999997
1020,Standard Class,District of Columbia,22.74,8.868599999999999
1021,Standard Class,District of Columbia,1267.53,316.88249999999994
1022,Standard Class,District of Columbia,1379.92,648.5624
1023,Standard Class,Pennsylvania,6.208,2.1728000000000005
1028,Standard Class,New Jersey,177.2,83.28399999999999
1029,Standard Class,New Jersey,197.97,57.41130000000001
1030,Standard Class,New Jersey,854.94,213.735
1031,Standard Class,New Jersey,124.11,52.1262
1032,Standard Class,New Jersey,14.4,7.056
1036,Standard Class,Missouri,86.62,8.662000000000006
1040,Standard Class,Missouri,697.16,146.40359999999998
1045,Standard Class,Illinois,254.604,-18.186000000000007
1046,Standard Class,Florida,1363.96,85.24749999999995
1047,Standard Class,Florida,102.36,-3.8384999999999962
1053,Standard Class,New York,11.16,4.3524
1054,Standard Class,New York,108.4,22.76400000000001
1055,Standard Class,New York,82.344,27.791099999999993
1056,Standard Class,New York,9.088,3.2943999999999996
1057,Standard Class,California,19.936,7.226800000000001
1058,Standard Class,California,65.568,22.9488
1059,Standard Class,Pennsylvania,4.416,1.6008000000000004
1060,Standard Class,Texas,107.772,-29.25240000000001
1061,Standard Class,Ohio,45.216,4.521599999999999
1062,Standard Class,Ohio,10.416,-2.2134
1063,Standard Class,Ohio,7.872,1.2791999999999994
1064,Standard Class,Ohio,118.782,-27.715800000000016
1065,Standard Class,Ohio,1.448,0.23530000000000006
1066,Standard Class,Ohio,55.47,-46.224999999999994
1069,Standard Class,Pennsylvania,25.176,-18.4624
1070,Standard Class,California,19.46,5.059600000000001
1071,Standard Class,Colorado,29.472,9.9468
1072,Standard Class,New York,8.64,3.024000000000001
1073,Standard Class,Arizona,6.27,-4.598000000000001
1074,Standard Class,Arizona,4.368,-3.3487999999999998
1075,Standard Class,Arizona,31.984,1.9990000000000023
1080,Standard Class,Michigan,19.92,9.362400000000001
1081,Standard Class,Michigan,1106.91,121.76010000000008
1082,Standard Class,New York,836.592,-264.9208
1083,Standard Class,New York,26.38,12.134799999999998
1084,Standard Class,New York,362.92,105.24680000000001
1085,Standard Class,New York,4899.93,2400.9657
1089,Standard Class,North Carolina,31.984,1.9990000000000023
1090,Standard Class,North Carolina,71.984,25.194399999999995
1091,Standard Class,California,120.15,33.64200000000001
1092,Standard Class,California,219.184,19.17859999999999
1093,Standard Class,Maryland,28.9,14.160999999999998
1094,Standard Class,Maryland,355.96,103.2284
1095,Standard Class,North Carolina,348.208,30.468200000000024
1096,Standard Class,North Carolina,35.784,-28.627199999999995
1102,Standard Class,Texas,2.694,-4.7145
1103,Standard Class,Texas,2.934,-4.9878
1104,Standard Class,California,22.92,11.230800000000002
1105,Standard Class,Texas,100.704,-16.364400000000003
1106,Standard Class,Texas,2.328,-0.7566000000000002
1107,Standard Class,Texas,10.78,-17.247999999999998
1108,Standard Class,Texas,58.368,21.888000000000005
1109,Standard Class,Texas,40.968,13.826700000000002
1110,Standard Class,Texas,71.96,25.185999999999993
1111,Standard Class,Texas,10.368,3.6288
1112,Standard Class,Texas,1.192,-2.0263999999999998
1117,Standard Class,Georgia,279.9,137.15099999999998
1118,Standard Class,Georgia,619.95,111.59100000000007
1119,Standard Class,Georgia,4.36,2.0492000000000004
1120,Standard Class,Georgia,15.28,7.4872
1121,Standard Class,Arkansas,699.93,181.9817999999999
1122,Standard Class,Arkansas,22.96,6.6584
1123,Standard Class,Arkansas,38.6,11.580000000000002
1124,Standard Class,Arkansas,6.63,1.7900999999999998
1125,Standard Class,Arkansas,23.34,10.9698
1126,Standard Class,Arkansas,1067.94,224.26740000000007
1127,Standard Class,Indiana,10.16,2.6416000000000004
1128,Standard Class,Indiana,101.88,50.94
1129,Standard Class,Virginia,343.92,75.66239999999999
1130,Standard Class,Virginia,40.99,20.0851
1131,Standard Class,Virginia,63.9,28.754999999999995
1133,Standard Class,Pennsylvania,124.608,-23.364000000000004
1134,Standard Class,Pennsylvania,7.56,2.646
1141,Standard Class,California,204.6,53.196
1142,Standard Class,California,8.72,2.877600000000001
1143,Standard Class,California,6.48,3.1104000000000003
1144,Standard Class,California,686.32,223.05400000000003
1145,Standard Class,California,62.18,16.788600000000002
1151,Standard Class,Ohio,8.352,1.2528000000000006
1152,Standard Class,Nevada,3.64,1.6380000000000003
1153,Standard Class,Nevada,159.768,53.9217
1159,Standard Class,Minnesota,362.94,90.73500000000001
1160,Standard Class,Minnesota,11.54,5.77
1162,Standard Class,New York,9.99,4.595400000000001
1163,Standard Class,New York,125.76,40.872
1164,Standard Class,New York,25.32,9.1785
1165,Standard Class,Michigan,46.8,21.06
1171,Standard Class,Michigan,22.38,10.742399999999998
1172,Standard Class,California,16.52,5.5755
1173,Standard Class,Illinois,5.176,-7.763999999999999
1175,Standard Class,New Hampshire,27.93,8.099699999999999
1177,Standard Class,Maryland,172.5,51.75
1178,Standard Class,Maryland,179.97,44.99250000000001
1180,Standard Class,New Jersey,1322.93,357.1911000000001
1181,Standard Class,New Jersey,3.76,1.0903999999999998
1184,Standard Class,Washington,12.096,4.2336
1185,Standard Class,Washington,485.88,9.717600000000004
1186,Standard Class,Washington,25.92,12.441600000000001
1187,Standard Class,Washington,197.58,53.346600000000024
1197,Standard Class,Texas,431.928,64.7892
1198,Standard Class,Texas,95.984,-4.113600000000005
1199,Standard Class,Texas,1088.792,-1850.9464000000003
1200,Standard Class,Colorado,544.008,40.80060000000003
1201,Standard Class,Colorado,1.872,-1.4351999999999998
1202,Standard Class,Colorado,854.352,10.679399999999987
1203,Standard Class,Colorado,593.568,0.0
1204,Standard Class,Colorado,338.04,-33.803999999999974
1212,Standard Class,Pennsylvania,141.372,-48.470399999999984
1213,Standard Class,Pennsylvania,3.036,-2.3276
1214,Standard Class,Pennsylvania,4.503,-3.6023999999999994
1215,Standard Class,Pennsylvania,4.672,1.5767999999999995
1216,Standard Class,Pennsylvania,95.88,28.763999999999996
1217,Standard Class,Pennsylvania,17.024,1.7024000000000008
1218,Standard Class,Pennsylvania,258.696,64.67400000000004
1219,Standard Class,Pennsylvania,1931.958,-386.3915999999999
1220,Standard Class,California,249.75,44.95500000000001
1221,Standard Class,California,255.936,28.7928
